q_id,topic_id,question_text,option_A,option_B,option_C,option_D,correct_option,difficulty,source
K9B7A_01,7A_Ham_COUNTIF,Hàm COUNTIF trong bảng tính điện tử có chức năng gì?,Đếm tất cả các ô chứa dữ liệu,Tính tổng các ô thỏa mãn điều kiện,Đếm số lượng các ô trong một vùng thỏa mãn điều kiện cho trước,Tính trung bình cộng theo điều kiện,C,Nhận biết,Tin 9 - CTST - Bài 7A
K9B7A_02,7A_Ham_COUNTIF,Cú pháp đúng của hàm COUNTIF là gì?,=COUNTIF(criteria; range),=COUNTIF(range; criteria),=COUNT(range; criteria),=IF(range; criteria),B,Nhận biết,Tin 9 - CTST - Bài 7A
K9B7A_03,7A_Ham_COUNTIF,Trong cú pháp =COUNTIF(range; criteria) tham số "range" có ý nghĩa gì?,Là điều kiện để đếm,Là vùng dữ liệu cần đếm (phạm vi chứa các ô cần kiểm tra),Là giá trị trả về nếu đúng,Là ô chứa kết quả,B,Nhận biết,Tin 9 - CTST - Bài 7A
K9B7A_04,7A_Ham_COUNTIF,Tham số "criteria" trong hàm COUNTIF dùng để làm gì?,Xác định vùng dữ liệu nguồn,Xác định điều kiện (tiêu chí) để đếm các ô trong vùng range,Xác định màu sắc của ô,Xác định phông chữ,B,Nhận biết,Tin 9 - CTST - Bài 7A
K9B7A_05,7A_Ham_COUNTIF,Khi điều kiện đếm là một văn bản cụ thể (ví dụ: Hà Nội) ta phải đặt nó trong dấu gì?,Dấu ngoặc đơn ( ),Dấu ngoặc vuông [ ],Dấu ngoặc kép " ",Không cần dấu gì cả,C,Nhận biết,Tin 9 - CTST - Bài 7A
K9B7A_06,7A_Ham_COUNTIF,Để đếm số khoản chi có giá trị "Lớn hơn 50000" trong cột B (B2:B10) công thức nào sau đây là đúng?,=COUNTIF(B2:B10; >50000),=COUNTIF(B2:B10; ">50000"),=COUNTIF(B2:B10; "Lớn hơn 50000"),=COUNT(B2:B10; >50000),B,Thông hiểu,Tin 9 - CTST - Bài 7A
K9B7A_07,7A_Ham_COUNTIF,Công thức =COUNTIF(A1:A10; "Bút bi") sẽ thực hiện công việc gì?,Đếm số ô chứa chữ "Bút bi" trong vùng A1:A10,Tính tổng tiền các ô là "Bút bi",Xóa các ô có chữ "Bút bi",Đếm tất cả các ô trừ ô "Bút bi",A,Thông hiểu,Tin 9 - CTST - Bài 7A
K9B7A_08,7A_Ham_COUNTIF,Nếu muốn đếm số lượng học sinh có tên bắt đầu bằng chữ "A" (ví dụ: An, Anh, Ánh...) ta dùng kí tự đại diện nào?,Dấu hỏi chấm (?) -> "A?",Dấu sao (*) -> "A*",Dấu thăng (#) -> "A#",Dấu phần trăm (%) -> "A%",B,Thông hiểu,Tin 9 - CTST - Bài 7A
K9B7A_09,7A_Ham_COUNTIF,Để đếm các ô trong vùng A2:A20 có giá trị KHÁC 0, ta sử dụng tiêu chí (criteria) nào?,=COUNTIF(A2:A20; "<>0"),=COUNTIF(A2:A20; "!=0"),=COUNTIF(A2:A20; "Not 0"),=COUNTIF(A2:A20; "#0"),A,Thông hiểu,Tin 9 - CTST - Bài 7A
K9B7A_10,7A_Ham_COUNTIF,Trong dự án quản lý tài chính, để đếm số lần xuất hiện của khoản chi "Ăn sáng" (giá trị nằm trong ô C5) trong danh sách, ta viết công thức tham chiếu ô như thế nào?,=COUNTIF(Range; "C5"),=COUNTIF(Range; C5),=COUNTIF(Range; =C5),=COUNTIF(Range; 'C5'),B,Vận dụng,Tin 9 - CTST - Bài 7A
K9B7A_11,7A_Ham_COUNTIF,Tại sao khi sao chép công thức thống kê từ hàng này xuống hàng khác (Fill Down), ta nên sử dụng địa chỉ tuyệt đối cho vùng range (ví dụ $A$2:$A$100)?,Để công thức ngắn hơn,Để cố định vùng dữ liệu cần đếm không bị trượt đi khi kéo công thức,Để Excel tính nhanh hơn,Để đổi màu ô tính,B,Vận dụng,Tin 9 - CTST - Bài 7A
K9B7A_12,7A_Ham_COUNTIF,Công thức nào dùng để đếm số học sinh có điểm trung bình (cột D) từ 8.0 trở lên?,=COUNTIF(D2:D40; ">=8.0"),=COUNTIF(D2:D40; >8.0),=COUNTIF(D2:D40; "<=8.0"),=COUNT(D2:D40; ">=8.0"),A,Vận dụng,Tin 9 - CTST - Bài 7A
