q_id,topic_id,question_text,option_A,option_B,option_C,option_D,correct_option,difficulty,source
K9B6A_01,6A_Quan_li_tai_chinh,Trong các khoản sau đây đâu là "Khoản thu" của gia đình?,Chi tiêu ăn uống,Du lịch và giải trí,Lương và tiền làm thêm,Tiền đổ xăng xe,C,Nhận biết,Tin 9 - CTST - Bài 6A
K9B6A_02,6A_Quan_li_tai_chinh,Để thống kê "Số lần" thu hoặc chi theo từng hạng mục ta sử dụng hàm nào?,SUM (Tính tổng),SUMIF (Tính tổng có điều kiện),COUNT (Đếm số),COUNTIF (Đếm có điều kiện),D,Nhận biết,Tin 9 - CTST - Bài 6A
K9B6A_03,6A_Quan_li_tai_chinh,Hàm nào sau đây KHÔNG thường được dùng để tính tổng thu/chi hoặc hỗ trợ cân đối tài chính trong dự án này?,Hàm MIN (Tìm giá trị nhỏ nhất),Hàm SUMIF (Tính tổng điều kiện),Hàm MONTH (Lấy tháng),Hàm IF (Điều kiện),A,Nhận biết,Tin 9 - CTST - Bài 6A
K9B6A_04,6A_Quan_li_tai_chinh,Dự án quản lí tài chính gia đình thường được tổ chức trên mấy trang tính (sheet) cơ bản?,1 trang (Chỉ nhập liệu),2 trang (Nhập liệu và Báo cáo),3 trang (Danh mục - Nhập liệu - Thống kê),4 trang,C,Nhận biết,Tin 9 - CTST - Bài 6A
K9B6A_05,6A_Quan_li_tai_chinh,Dữ liệu trong cột "Ngày thu/chi" cần được định dạng kiểu gì để tính toán chính xác?,Kiểu văn bản (Text),Kiểu số (Number),Kiểu tiền tệ (Currency),Kiểu ngày tháng (Date),D,Nhận biết,Tin 9 - CTST - Bài 6A
K9B6A_06,6A_Quan_li_tai_chinh,Để mở tính năng Data Validation (Xác thực dữ liệu) ta vào dải lệnh nào?,Home,Insert,Data,View,C,Thông hiểu,Tin 9 - CTST - Bài 6A
K9B6A_07,6A_Quan_li_tai_chinh,Mục đích chính của việc sử dụng Data Validation dạng danh sách (List) cho cột "Loại khoản thu/chi" là gì?,Để làm đẹp bảng tính,Để hạn chế sai sót khi nhập liệu và đảm bảo tính nhất quán (tránh gõ sai chính tả),Để tính tổng nhanh hơn,Để ẩn dữ liệu đi,B,Thông hiểu,Tin 9 - CTST - Bài 6A
K9B6A_08,6A_Quan_li_tai_chinh,Trong cửa sổ Data Validation thẻ Settings mục Allow ta chọn giá trị gì để tạo danh sách thả xuống?,Any value,Whole number,List,Date,C,Thông hiểu,Tin 9 - CTST - Bài 6A
K9B6A_09,6A_Quan_li_tai_chinh,Để lấy dữ liệu nguồn cho danh sách thả xuống (Data Validation) từ một sheet khác ta thao tác ở ô nào trong hộp thoại?,Ô Input Message,Ô Source,Ô Error Alert,Ô Title,B,Thông hiểu,Tin 9 - CTST - Bài 6A
K9B6A_10,6A_Quan_li_tai_chinh,Trình tự đúng để tạo danh sách chọn cho cột "Khoản thu" là gì?,(1) Vào Data Validation -> (2) Chọn ô -> (3) Nhập dữ liệu,(1) Chọn khối ô cần cài đặt -> (2) Vào thẻ Data chọn Data Validation -> (3) Chọn Allow là List -> (4) Chọn vùng dữ liệu nguồn (Source) -> OK,(1) Vào thẻ Home -> (2) Chọn Data Validation -> (3) Chọn List,(1) Nhập dữ liệu trước -> (2) Bôi đen -> (3) Bấm chuột phải chọn Validate,B,Vận dụng,Tin 9 - CTST - Bài 6A
K9B6A_11,6A_Quan_li_tai_chinh,Tại sao cần tạo một trang tính "Danh mục" riêng biệt chứa tên các khoản thu/chi?,Để in ra cho đẹp,Để làm nguồn (Source) tham chiếu cho tính năng Data Validation ở trang nhập liệu giúp dễ dàng cập nhật thêm bớt danh mục sau này,Để tính tổng tiền,Để vẽ biểu đồ,B,Vận dụng,Tin 9 - CTST - Bài 6A
K9B6A_12,6A_Quan_li_tai_chinh,Khi nhập liệu vào ô đã cài đặt Data Validation nếu người dùng gõ một giá trị không có trong danh sách điều gì sẽ xảy ra?,Excel tự động sửa lại cho đúng,Excel hiện thông báo lỗi và không cho phép nhập (trừ khi bỏ chọn Show error alert),Excel vẫn cho nhập bình thường nhưng tô màu đỏ,Excel tự động xóa ô đó,B,Vận dụng,Tin 9 - CTST - Bài 6A
