q_id,topic_id,question_text,option_A,option_B,option_C,option_D,correct_option,difficulty,source
K9B4_01,4_Phan_mem_mo_phong,Phần mềm mô phỏng là gì?,Là phần mềm dùng để soạn thảo văn bản,Là phần mềm tạo ra mô hình giả lập thế giới thực để thử nghiệm và khám phá,Là phần mềm quét virus,Là phần mềm nghe nhạc,B,Nhận biết,Tin 9 - CTST - Bài 4
K9B4_02,4_Phan_mem_mo_phong,Trong các phần mềm sau đâu là phần mềm mô phỏng giải phẫu cơ thể người?,Microsoft Word,Anatomy,Google Chrome,Unikey,B,Nhận biết,Tin 9 - CTST - Bài 4
K9B4_03,4_Phan_mem_mo_phong,Trang web PhET (phet.colorado.edu) cung cấp các mô phỏng trong lĩnh vực nào?,Chỉ môn Toán,Chỉ môn Văn học,Khoa học tự nhiên (Vật lí Hóa học Sinh học) và Toán học,Chỉ môn Lịch sử,C,Nhận biết,Tin 9 - CTST - Bài 4
K9B4_04,4_Phan_mem_mo_phong,Lợi ích chính của việc sử dụng phần mềm mô phỏng trong giáo dục là gì?,Giúp học sinh chơi game thoải mái,Giúp trực quan hóa các kiến thức trừu tượng và giảm chi phí/rủi ro so với thực nghiệm thật,Để thay thế hoàn toàn giáo viên,Để làm đẹp máy tính,B,Nhận biết,Tin 9 - CTST - Bài 4
K9B4_05,4_Phan_mem_mo_phong,Phần mềm Solar System Scope dùng để mô phỏng điều gì?,Cấu trúc cơ thể người,Hệ Mặt Trời và các hành tinh,Hệ thống giao thông,Phản ứng hóa học,B,Nhận biết,Tin 9 - CTST - Bài 4
K9B4_06,4_Phan_mem_mo_phong,Tại sao mô phỏng giao thông lại quan trọng trong thực tế?,Để xem xe chạy cho vui mắt,Để phân tích đánh giá ùn tắc và đề xuất phương án quy hoạch giao thông hiệu quả,Để dạy lái xe đua,Để đếm số lượng xe ô tô,B,Thông hiểu,Tin 9 - CTST - Bài 4
K9B4_07,4_Phan_mem_mo_phong,Mô phỏng "Máy phát điện" trên PhET giúp người học hiểu về lĩnh vực nào?,Sinh học (Di truyền),Vật lí (Điện từ học),Hóa học (Phản ứng),Địa lí (Khí hậu),B,Thông hiểu,Tin 9 - CTST - Bài 4
K9B4_08,4_Phan_mem_mo_phong,Trong phần mềm Anatomy việc tách riêng từng hệ cơ quan (như hệ xương hệ tuần hoàn) để quan sát giúp ích gì?,Giúp người học tập trung tìm hiểu sâu cấu trúc chức năng của từng bộ phận mà không bị rối mắt,Làm cho hình ảnh đẹp hơn,Giúp máy tính chạy nhanh hơn,Không có tác dụng gì,A,Thông hiểu,Tin 9 - CTST - Bài 4
K9B4_09,4_Phan_mem_mo_phong,So với việc quan sát tranh vẽ tĩnh trong sách giáo khoa phần mềm mô phỏng có ưu điểm gì vượt trội?,Hình ảnh đẹp hơn nhưng không cử động được,Có tính tương tác cao (xoay lật tháo lắp) và quan sát được sự hoạt động của đối tượng,Dễ in ra giấy hơn,Giá rẻ hơn sách giáo khoa,B,Thông hiểu,Tin 9 - CTST - Bài 4
K9B4_10,4_Phan_mem_mo_phong,Khi cần nghiên cứu về phản ứng của các chất hóa học nguy hiểm dễ gây cháy nổ phương án nào là an toàn và tối ưu nhất cho học sinh phổ thông?,Thực hiện trực tiếp trong phòng thí nghiệm mà không cần bảo hộ,Sử dụng phần mềm mô phỏng thí nghiệm hóa học,Chỉ đọc lí thuyết suông không làm gì cả,Xem phim hành động,B,Vận dụng,Tin 9 - CTST - Bài 4
K9B4_11,4_Phan_mem_mo_phong,Trường học của em không có đủ kinh phí để mua các dụng cụ thí nghiệm Vật lí đắt tiền. Giải pháp ứng dụng công nghệ nào là phù hợp nhất?,Bỏ qua bài thực hành đó,Yêu cầu học sinh tự bỏ tiền mua,Sử dụng các phần mềm mô phỏng miễn phí như PhET để thực hành ảo,Chỉ học lí thuyết trong sách,C,Vận dụng,Tin 9 - CTST - Bài 4
K9B4_12,4_Phan_mem_mo_phong,Để giải thích cho các bạn nhỏ về hiện tượng "Nhật thực" và "Nguyệt thực" (vốn khó quan sát trực tiếp thường xuyên) em nên dùng công cụ nào?,Vẽ hình lên bảng đen,Dùng phần mềm mô phỏng Thiên văn (như Solar System) để tua nhanh thời gian và quan sát vị trí các thiên thể,Chờ đến khi có nhật thực thật để chỉ (có thể mất nhiều năm),Dùng đèn pin soi vào quả bóng,B,Vận dụng,Tin 9 - CTST - Bài 4
